amenity_name,amenity_type,lat,long,district_name
VERTEX PHARMACY PTE. LTD.,Pharmacy,1.324281028,103.8654993,KALLANG
Vivahealth Pharmacy,Pharmacy,1.288076877,103.8270813,BUKIT MERAH
WATSON'S PERSONAL CARE STORES PTE LTD (WATERWAY POINT),Pharmacy,1.406481432,103.9020733,PUNGGOL
WATSONS PERSONAL CARE STORES (TIONG BAHRU PLAZA),Pharmacy,1.286463461,103.8269351,BUKIT MERAH
WESTMEAD PHARMACY PTE LTD,Pharmacy,1.375761962,104.0025137,CHANGI
WOODS PHARMACY PTE LTD,Pharmacy,1.433512534,103.7797469,WOODLANDS
Watson's Personal Care Store Pte Ltd (Lucky Plaza),Pharmacy,1.3044858,103.8339419,ORCHARD
Watson's Personal Care Stores Pte Ltd (Bedok Central),Pharmacy,1.325500849,103.9319676,BEDOK
Watson's Personal Care Stores Pte Ltd (Bedok Mall),Pharmacy,1.324772081,103.9292677,BEDOK
Watson's Personal Care Stores Pte Ltd (Bugis Junction),Pharmacy,1.299067989,103.855328,DOWNTOWN CORE
Watson's Personal Care Stores Pte Ltd (Bukit Panjang Plaza),Pharmacy,1.380542455,103.7639939,BUKIT PANJANG
Watson's Personal Care Stores Pte Ltd (Causeway Point),Pharmacy,1.436007843,103.7856887,WOODLANDS
Watson's Personal Care Stores Pte Ltd (Changi Airport T3 Basement),Pharmacy,1.354370734,103.9851696,CHANGI
Watson's Personal Care Stores Pte Ltd (Changi Airport T3 Check in Hall),Pharmacy,1.354370734,103.9851696,CHANGI
Watson's Personal Care Stores Pte Ltd (Changi Airport T4 Check in Hall),Pharmacy,1.338267339,103.983569,CHANGI
Watson's Personal Care Stores Pte Ltd (Changi Airport Terminal 3 Transit North),Pharmacy,1.354370734,103.9851696,CHANGI
Watson's Personal Care Stores Pte Ltd (Changi Airport Terminal 3 Transit),Pharmacy,1.354370734,103.9851696,CHANGI
Watson's Personal Care Stores Pte Ltd (Clementi Mall),Pharmacy,1.314853231,103.7642482,CLEMENTI
Watson's Personal Care Stores Pte Ltd (Compass One),Pharmacy,1.392094156,103.89498,SENGKANG
Watson's Personal Care Stores Pte Ltd (Great World City),Pharmacy,1.293802358,103.8317579,SINGAPORE RIVER
Watson's Personal Care Stores Pte Ltd (Heartbeat@bedok),Pharmacy,1.326997172,103.9316635,BEDOK
Watson's Personal Care Stores Pte Ltd (Hougang Mall),Pharmacy,1.372311857,103.8936616,HOUGANG
Watson's Personal Care Stores Pte Ltd (IMM),Pharmacy,1.335024302,103.7466382,JURONG EAST
Watson's Personal Care Stores Pte Ltd (International Plaza),Pharmacy,1.275735691,103.8457032,DOWNTOWN CORE
Watson's Personal Care Stores Pte Ltd (Jem),Pharmacy,1.333200216,103.7431704,JURONG EAST
Watson's Personal Care Stores Pte Ltd (Junction 8),Pharmacy,1.350239421,103.8484776,BISHAN
Watson's Personal Care Stores Pte Ltd (Jurong Point),Pharmacy,1.339830153,103.7064609,JURONG WEST
Watson's Personal Care Stores Pte Ltd (Marina Bay Financial Centre),Pharmacy,1.280227686,103.8533493,DOWNTOWN CORE
Watson's Personal Care Stores Pte Ltd (Marina Square),Pharmacy,1.291455272,103.8570073,DOWNTOWN CORE
Watson's Personal Care Stores Pte Ltd (NEX),Pharmacy,1.350675514,103.8718616,SERANGOON
Watson's Personal Care Stores Pte Ltd (Ngee Ann City),Pharmacy,1.302424179,103.8346761,ORCHARD
Watson's Personal Care Stores Pte Ltd (North Point),Pharmacy,1.427999956,103.836142,YISHUN
Watson's Personal Care Stores Pte Ltd (Novena Square),Pharmacy,1.320211011,103.8436568,NOVENA
Watson's Personal Care Stores Pte Ltd (One@Kentridge),Pharmacy,1.292774322,103.784084,QUEENSTOWN
Watson's Personal Care Stores Pte Ltd (Paragon),Pharmacy,1.303723217,103.8352403,ORCHARD
Watson's Personal Care Stores Pte Ltd (Parkway Parade),Pharmacy,1.301191323,103.9051136,MARINE PARADE
Watson's Personal Care Stores Pte Ltd (Raffles City),Pharmacy,1.293893586,103.8531199,DOWNTOWN CORE
Watson's Personal Care Stores Pte Ltd (Resort World Sentosa),Pharmacy,1.256299734,103.8199354,SOUTHERN ISLANDS
Watson's Personal Care Stores Pte Ltd (Royal Square),Pharmacy,1.320571568,103.8432193,NOVENA
Watson's Personal Care Stores Pte Ltd (Tampines Mall),Pharmacy,1.352672319,103.944388,TAMPINES
Watson's Personal Care Stores Pte Ltd (Toa Payoh HDB Hub),Pharmacy,1.332975618,103.8479654,TOA PAYOH
Watson's Personal Care Stores Pte Ltd (United Square),Pharmacy,1.317334637,103.8434632,NOVENA
Watson's Personal Care Stores Pte Ltd (Vivo City),Pharmacy,1.26389582,103.8215893,BUKIT MERAH
Watson's Personal Care Stores Pte Ltd (West Mall),Pharmacy,1.350189157,103.749022,BUKIT BATOK
Watson's Personal Care Stores Pte Ltd Ion Orchard,Pharmacy,1.304035782,103.8313951,ORCHARD
Welcia-BHG Bugis Junction,Pharmacy,1.300142491,103.855787,DOWNTOWN CORE
Welcia-BHG Northpoint City,Pharmacy,1.427999956,103.836142,YISHUN
West Point Hospital Pharmacy,Pharmacy,1.331055918,103.7230016,JURONG WEST
CONCORD HEALTHCARE RETAIL PHARMACY,Pharmacy,1.326802464,103.8133182,BUKIT TIMAH
Guardian Pharmacy (White Sands Mall),Pharmacy,1.372449809,103.9497157,PASIR RIS
MUSTAFA PHARMACY,Pharmacy,1.309064705,103.8565081,KALLANG
Guardian Pharmacy (International Building),Pharmacy,1.306075169,103.8310033,ORCHARD
UNITY By FairPrice (UWSA),Pharmacy,1.372449809,103.9497157,PASIR RIS
LI LI CHENG SUPERMARKET (PUNGGOL) PTE. LTD.,Supermarket,1.402303006,103.9012624,PUNGGOL
SHENG SIONG SUPERMARKET PTE LTD,Supermarket,1.314239371,103.870914,KALLANG
COLD STORAGE SINGAPORE (1983) PTE LTD,Supermarket,1.373321217,103.8863655,HOUGANG
COLD STORAGE SINGAPORE (1983) PTE LTD,Supermarket,1.332958727,103.9149418,BEDOK
YES SUPERMARKET PTE LTD,Supermarket,1.353453156,103.9530099,TAMPINES
SUZYAMEER FROZEN PTE. LTD.,Supermarket,1.352262313,103.9535865,TAMPINES
G8 MART PTE. LTD.,Supermarket,1.365384216,103.852967,ANG MO KIO
SHENG SIONG SUPERMARKET PTE LTD,Supermarket,1.367549248,103.8367406,ANG MO KIO
PRIME SUPERMARKET (1996) PTE LTD,Supermarket,1.353702969,103.8906808,HOUGANG
TAN KWEE ENG,Supermarket,1.430071097,103.8423964,YISHUN
SHENG SIONG SUPERMARKET PTE LTD,Supermarket,1.370188604,103.8434132,ANG MO KIO
KAI SOON SUPERMARKET PTE. LTD.,Supermarket,1.42213865,103.8328827,YISHUN
COLD STORAGE SINGAPORE (1983) PTE LTD,Supermarket,1.323250401,103.7672601,CLEMENTI
THE FISHWIVES PTE. LTD.,Supermarket,1.322573176,103.8142455,TANGLIN
PRIME SUPERMARKET LIMITED,Supermarket,1.334292414,103.8787462,TOA PAYOH
ABEDIN TRADING PTE. LTD.,Supermarket,1.314206549,103.8866998,GEYLANG
COLD STORAGE SINGAPORE (1983) PTE LTD,Supermarket,1.302221781,103.8761527,KALLANG
COLD STORAGE SINGAPORE (1983) PTE LTD,Supermarket,1.320211016,103.8436568,NOVENA
SONG FISH DEALER PTE LTD,Supermarket,1.378349714,103.7627412,BUKIT PANJANG
THE SEAFOOD MARKET PLACE (BY SONG FISH) PTE. LTD.,Supermarket,1.439916079,103.8007012,WOODLANDS
SHENG SIONG SUPERMARKET PTE LTD,Supermarket,1.307785101,103.857011,ROCHOR
COLD STORAGE SINGAPORE (1983) PTE LTD,Supermarket,1.304843445,103.8238528,ORCHARD
BLUEWATER SEAFOOD PTE. LTD.,Supermarket,1.303445974,103.8093817,TANGLIN
WONS BUTCHERY PTE. LTD.,Supermarket,1.305709706,103.8244638,TANGLIN
LITTLE FARMS PTE. LTD.,Supermarket,1.310643503,103.7952462,QUEENSTOWN
B & S MINI MART PTE. LTD.,Supermarket,1.312451045,103.8796223,GEYLANG
"CHEE MIN KUAN, SIMON",Supermarket,1.303733734,103.8964982,MARINE PARADE
JSJ CORPORATION PTE. LTD.,Supermarket,1.318452011,103.9858694,CHANGI
U STARS PTE. LTD.,Supermarket,1.37860238,103.9419782,PASIR RIS
LOTTE MART PTE. LTD.,Supermarket,1.340826615,103.7742133,BUKIT TIMAH
AJMAL TRADING GROUP PTE. LTD.,Supermarket,1.322108363,103.7274807,JURONG EAST
MURUGAN TRADERS PTE LTD,Supermarket,1.324919804,103.7050997,BOON LAY
SHENG SIONG SUPERMARKET PTE LTD,Supermarket,1.355723076,103.7393031,BUKIT BATOK
SHENG SIONG SUPERMARKET PTE LTD,Supermarket,1.446804132,103.8054876,WOODLANDS
AJMAL TRADING GROUP PTE. LTD.,Supermarket,1.461525548,103.809439,SEMBAWANG
SHENG SIONG SUPERMARKET PTE LTD,Supermarket,1.420155503,103.8435589,YISHUN
PHAN NEE TRADING LLP,Supermarket,1.444341295,103.8390302,SIMPANG
HAO MART PTE. LTD.,Supermarket,1.399904204,103.9193528,PUNGGOL
THE SEAFOOD MARKET PLACE (BY SONG FISH) PTE. LTD.,Supermarket,1.402878451,103.9131957,PUNGGOL
COLD STORAGE SINGAPORE (1983) PTE LTD,Supermarket,1.372645695,103.8538907,ANG MO KIO
PAN PACIFIC INTERNATIONAL HOLDINGS PTE. LTD.,Supermarket,1.274588224,103.8434707,DOWNTOWN CORE
COLD STORAGE SINGAPORE (1983) PTE LTD,Supermarket,1.309822274,103.9022325,MARINE PARADE
SHENG SIONG SUPERMARKET PTE LTD,Supermarket,1.402621965,103.9165196,PUNGGOL
VIVA CORP SERVICES PTE. LTD.,Supermarket,1.337338624,103.9037351,BEDOK
SWISS BUTCHERY (2013) PRIVATE LIMITED,Supermarket,1.331761099,103.8065869,BUKIT TIMAH
ROSWELL ENTERPRISE PTE LTD,Supermarket,1.331832408,103.8064924,BUKIT TIMAH
T S J INDUSTRIAL (S) PTE. LTD.,Supermarket,1.336830974,103.7543414,CLEMENTI
COLD STORAGE SINGAPORE (1983) PTE LTD,Supermarket,1.301191315,103.9051136,MARINE PARADE
COLD STORAGE SINGAPORE (1983) PTE LTD,Supermarket,1.30974242,103.8641017,KALLANG
COLD STORAGE SINGAPORE (1983) PTE LTD,Supermarket,1.314692141,103.8944805,GEYLANG
COLD STORAGE SINGAPORE (1983) PTE LTD,Supermarket,1.303582691,103.7652845,CLEMENTI
COLD STORAGE SINGAPORE (1983) PTE LTD,Supermarket,1.306848827,103.7882145,QUEENSTOWN
FOODIE MARKET PLACE PTE. LTD.,Supermarket,1.283450773,103.8353713,BUKIT MERAH
MUSTAFA HOLDINGS PTE LTD,Supermarket,1.309752747,103.8557016,KALLANG
SUPERNATURE PTE LTD,Supermarket,1.306195799,103.828509,ORCHARD
HUBER'S PTE. LTD.,Supermarket,1.306792407,103.8101858,TANGLIN
MEAT THE BUTCHER PTE. LTD.,Supermarket,1.32437351,103.8093579,BUKIT TIMAH
YEO KENG GUAN,Supermarket,1.316618983,103.7789473,BUKIT TIMAH
COLD STORAGE SINGAPORE (1983) PTE LTD,Supermarket,1.317561968,103.7858406,BUKIT TIMAH
COLD STORAGE SINGAPORE (1983) PTE LTD,Supermarket,1.331491472,103.8068093,BUKIT TIMAH
COLD STORAGE SINGAPORE (1983) PTE LTD,Supermarket,1.435760801,103.8367239,YISHUN
CHD @ SOON LEE PTE. LTD.,Supermarket,1.332122901,103.6990703,JURONG WEST
SHENG SIONG SUPERMARKET PTE LTD,Supermarket,1.325468084,103.7252215,JURONG WEST
MD SYDUR RAHMAN,Supermarket,1.295013686,103.6267293,TUAS
7SEVEN PTE. LTD.,Supermarket,1.456059726,103.7864369,WOODLANDS
COLD STORAGE SINGAPORE (1983) PTE LTD,Supermarket,1.299294067,103.7874041,QUEENSTOWN
SHENG SIONG SUPERMARKET PTE LTD,Supermarket,1.448864021,103.8323929,SEMBAWANG
U STARS PTE. LTD.,Supermarket,1.440629922,103.8061981,WOODLANDS
SHENG SIONG SUPERMARKET PTE LTD,Supermarket,1.399228566,103.8896539,SENGKANG
SHENG SIONG SUPERMARKET PTE LTD,Supermarket,1.391587041,103.8798725,SENGKANG
BHANDARI INTERNATIONAL PTE. LTD.,Supermarket,1.451325053,103.7910952,WOODLANDS
SHENG SIONG SUPERMARKET PTE LTD,Supermarket,1.433512534,103.7797469,WOODLANDS
WAN SIEW YOONG,Supermarket,1.281800625,103.8429082,OUTRAM
HAO MART PTE. LTD.,Supermarket,1.328211695,103.8598126,NOVENA
MCP FAIRMART PTE LTD,Supermarket,1.359259407,103.7506946,BUKIT BATOK
HAO MART PTE. LTD.,Supermarket,1.277848769,103.8308115,BUKIT MERAH
PAN PACIFIC INTERNATIONAL HOLDINGS PTE. LTD.,Supermarket,1.300838916,103.8394347,ORCHARD
COLD STORAGE SINGAPORE (1983) PTE LTD,Supermarket,1.318675759,103.8925506,GEYLANG
COLD STORAGE SINGAPORE (1983) PTE LTD,Supermarket,1.288614691,103.80501,QUEENSTOWN
COLD STORAGE SINGAPORE (1983) PTE LTD,Supermarket,1.429698482,103.8357765,YISHUN
COLD STORAGE SINGAPORE (1983) PTE LTD,Supermarket,1.359496638,103.8850799,HOUGANG
SHENG SIONG SUPERMARKET PTE LTD,Supermarket,1.302464092,103.763751,CLEMENTI
PRIME SUPERMARKET LIMITED,Supermarket,1.308365268,103.8609128,KALLANG
PRIME SUPERMARKET LIMITED,Supermarket,1.348732841,103.9340102,TAMPINES
COLD STORAGE SINGAPORE (1983) PTE LTD,Supermarket,1.349224188,103.9349125,TAMPINES
COLD STORAGE SINGAPORE (1983) PTE LTD,Supermarket,1.436007838,103.7856887,WOODLANDS
COLD STORAGE SINGAPORE (1983) PTE LTD,Supermarket,1.430840066,103.7934163,WOODLANDS
LIN POH LING,Supermarket,1.340642933,103.8543345,TOA PAYOH
COLD STORAGE SINGAPORE (1983) PTE LTD,Supermarket,1.350675514,103.8718616,SERANGOON
COLD STORAGE SINGAPORE (1983) PTE LTD,Supermarket,1.300142483,103.855787,DOWNTOWN CORE
NAWAS GLOBAL PTE. LTD.,Supermarket,1.271642263,103.6335123,TUAS
SADIA MINIMART PTE LTD,Supermarket,1.408529966,103.7594062,SUNGEI KADUT
MEIDI-YA SINGAPORE CO (PTE) LTD,Supermarket,1.291514786,103.8445863,SINGAPORE RIVER
IROHA INTERNATIONAL PTE. LTD.,Supermarket,1.300747562,103.8450476,MUSEUM
COLD STORAGE SINGAPORE (1983) PTE LTD,Supermarket,1.292259589,103.842561,SINGAPORE RIVER
LITTLE FARMS PTE. LTD.,Supermarket,1.293017861,103.8269408,TANGLIN
SHENG SIONG SUPERMARKET PTE LTD,Supermarket,1.322136363,103.7382928,JURONG EAST
PHAN NEE INVESTMENTS (S) PTE LTD,Supermarket,1.377610839,103.7184038,WESTERN WATER CATCHMENT
COLD STORAGE SINGAPORE (1983) PTE LTD,Supermarket,1.331775817,103.9462012,BEDOK
RAW MARKET PTE. LTD.,Supermarket,1.375588308,103.9608397,PASIR RIS
THE BUTCHER (SINGAPORE) PTE. LTD.,Supermarket,1.311921956,103.796844,BUKIT TIMAH
HAO MART PTE. LTD.,Supermarket,1.433595142,103.8396854,YISHUN
SEOUL BUTCHERY PTE. LTD.,Supermarket,1.342074963,103.7746328,BUKIT TIMAH
V SURESH KUMAR,Supermarket,1.459828174,103.8200734,SEMBAWANG
COLD STORAGE SINGAPORE (1983) PTE LTD,Supermarket,1.338994622,103.7931338,BUKIT TIMAH
HAO MART PTE. LTD.,Supermarket,1.313175097,103.8836467,GEYLANG
COLD STORAGE SINGAPORE (1983) PTE LTD,Supermarket,1.303723224,103.8352403,ORCHARD
COLD STORAGE SINGAPORE (1983) PTE LTD,Supermarket,1.27737236,103.8528448,DOWNTOWN CORE
COLD STORAGE SINGAPORE (1983) PTE LTD,Supermarket,1.300747562,103.8450476,MUSEUM
COLD STORAGE SINGAPORE (1983) PTE LTD,Supermarket,1.293802361,103.8317579,SINGAPORE RIVER
POPULAR SUPERMARKET PTE LTD,Supermarket,1.270309784,103.6341639,TUAS
SADIA SUPERMARKET & TRADING (S) PTE. LTD.,Supermarket,1.270309784,103.6341639,TUAS
COLD STORAGE SINGAPORE (1983) PTE LTD,Supermarket,1.247758619,103.8419211,SOUTHERN ISLANDS
COLD STORAGE SINGAPORE (1983) PTE LTD,Supermarket,1.319436175,103.8273459,TANGLIN
COLD STORAGE SINGAPORE (1983) PTE LTD,Supermarket,1.385295562,103.7661705,BUKIT PANJANG
COLD STORAGE SINGAPORE (1983) PTE LTD,Supermarket,1.349622344,103.8498817,BISHAN
NTUC FAIRPRICE CO-OPERATIVE LTD,Supermarket,1.331661834,103.850483,TOA PAYOH
NTUC FAIRPRICE CO-OPERATIVE LTD,Supermarket,1.360323317,103.953126,TAMPINES
NTUC FAIRPRICE CO-OPERATIVE LTD,Supermarket,1.348371048,103.9481289,TAMPINES
NTUC FAIRPRICE CO-OPERATIVE LTD,Supermarket,1.392197774,103.9044716,SENGKANG
NTUC FAIRPRICE CO-OPERATIVE LTD,Supermarket,1.384932017,103.901558,SENGKANG
NTUC FAIRPRICE CO-OPERATIVE LTD,Supermarket,1.354669019,103.8309198,BISHAN
NTUC FAIRPRICE CO-OPERATIVE LTD,Supermarket,1.332965494,103.8470504,TOA PAYOH
NTUC FAIRPRICE CO-OPERATIVE LTD,Supermarket,1.323976884,103.9106897,BEDOK
NTUC FAIRPRICE CO-OPERATIVE LTD,Supermarket,1.357222824,103.8437853,BISHAN
NTUC FAIRPRICE CO-OPERATIVE LTD,Supermarket,1.379767536,103.9362076,PASIR RIS
NTUC FAIRPRICE CO-OPERATIVE LTD,Supermarket,1.315539647,103.8987649,GEYLANG
NTUC FAIRPRICE CO-OPERATIVE LTD,Supermarket,1.307827372,103.8847639,GEYLANG
NTUC FAIRPRICE CO-OPERATIVE LTD,Supermarket,1.354370738,103.9851696,CHANGI
NTUC FAIRPRICE CO-OPERATIVE LTD,Supermarket,1.321189796,103.9032663,GEYLANG
NTUC FAIRPRICE CO-OPERATIVE LTD,Supermarket,1.350675514,103.8718616,SERANGOON
NTUC FAIRPRICE CO-OPERATIVE LTD,Supermarket,1.33233468,103.9380513,BEDOK
NTUC FAIRPRICE CO-OPERATIVE LTD,Supermarket,1.314149968,103.8885449,GEYLANG
NTUC FAIRPRICE CO-OPERATIVE LTD,Supermarket,1.334325154,103.9623893,TAMPINES
NTUC FAIRPRICE CO-OPERATIVE LTD,Supermarket,1.334919774,103.9636539,TAMPINES
NTUC FAIRPRICE CO-OPERATIVE LTD,Supermarket,1.324772079,103.9292677,BEDOK
NTUC FAIRPRICE CO-OPERATIVE LTD,Supermarket,1.32424555,103.9415687,BEDOK
NTUC FAIRPRICE CO-OPERATIVE LTD,Supermarket,1.355190944,103.988751,CHANGI
NTUC FAIRPRICE CO-OPERATIVE LTD,Supermarket,1.303850308,103.9028504,MARINE PARADE
NTUC FAIRPRICE CO-OPERATIVE LTD,Supermarket,1.332535908,103.8670368,TOA PAYOH
NTUC FAIRPRICE CO-OPERATIVE LTD,Supermarket,1.303843278,103.8727507,KALLANG
NTUC FAIRPRICE CO-OPERATIVE LTD,Supermarket,1.342706189,103.9530245,TAMPINES
NTUC FAIRPRICE CO-OPERATIVE LTD,Supermarket,1.33177055,103.8792945,TOA PAYOH
NTUC FAIRPRICE CO-OPERATIVE LTD,Supermarket,1.336538677,103.8887627,HOUGANG
NTUC FAIRPRICE CO-OPERATIVE LTD,Supermarket,1.318869412,103.8947314,GEYLANG
JMD RETAIL PTE. LTD.,Supermarket,1.304164472,103.896327,MARINE PARADE
NTUC FAIRPRICE CO-OPERATIVE LTD,Supermarket,1.281122279,103.8100313,BUKIT MERAH
COLD STORAGE SINGAPORE (1983) PTE LTD,Supermarket,1.26389582,103.8215893,BUKIT MERAH
NTUC FAIRPRICE CO-OPERATIVE LTD,Supermarket,1.304763573,103.7816972,QUEENSTOWN
NTUC FAIRPRICE CO-OPERATIVE LTD,Supermarket,1.380030578,103.7531184,CHOA CHU KANG
NTUC FAIRPRICE CO-OPERATIVE LTD,Supermarket,1.339315039,103.705351,JURONG WEST
NTUC FAIRPRICE CO-OPERATIVE LTD,Supermarket,1.3973019,103.7465581,CHOA CHU KANG
NTUC FAIRPRICE CO-OPERATIVE LTD,Supermarket,1.397128857,103.7473297,CHOA CHU KANG
LAMIAH ENTERPRISE PTE. LTD.,Supermarket,1.311467847,103.6303401,TUAS
NTUC FAIRPRICE CO-OPERATIVE LTD,Supermarket,1.314853226,103.7642482,CLEMENTI
NTUC FAIRPRICE CO-OPERATIVE LTD,Supermarket,1.27338253,103.8089348,BUKIT MERAH
NTUC FAIRPRICE CO-OPERATIVE LTD,Supermarket,1.27367658,103.801127,QUEENSTOWN
NTUC FAIRPRICE CO-OPERATIVE LTD,Supermarket,1.333268182,103.7401767,JURONG EAST
NTUC FAIRPRICE CO-OPERATIVE LTD,Supermarket,1.314278609,103.7713506,CLEMENTI
NTUC FAIRPRICE CO-OPERATIVE LTD,Supermarket,1.348333349,103.7243073,JURONG WEST
NTUC FAIRPRICE CO-OPERATIVE LTD,Supermarket,1.311885961,103.7590809,CLEMENTI
NTUC FAIRPRICE CO-OPERATIVE LTD,Supermarket,1.292774327,103.784084,QUEENSTOWN
NTUC FAIRPRICE CO-OPERATIVE LTD,Supermarket,1.347701478,103.7570446,BUKIT BATOK
NTUC FAIRPRICE CO-OPERATIVE LTD,Supermarket,1.333200217,103.7431704,JURONG EAST
NTUC FAIRPRICE CO-OPERATIVE LTD,Supermarket,1.366506981,103.7468471,BUKIT BATOK
SHINVA AGRO FOODS PTE. LTD.,Supermarket,1.311002403,103.6315723,TUAS
NTUC FAIRPRICE CO-OPERATIVE LTD,Supermarket,1.324606651,103.6780964,PIONEER
SHINVA AGRO FOODS PTE. LTD.,Supermarket,1.300911466,103.6277889,TUAS
NTUC FAIRPRICE CO-OPERATIVE LTD,Supermarket,1.392073879,103.7430996,CHOA CHU KANG
NTUC FAIRPRICE CO-OPERATIVE LTD,Supermarket,1.320520272,103.7426515,JURONG EAST
PHAN NEE INVESTMENTS (S) PTE LTD,Supermarket,1.371932805,103.7208574,WESTERN WATER CATCHMENT
NTUC FAIRPRICE CO-OPERATIVE LTD,Supermarket,1.342591042,103.7391995,JURONG EAST
THE QUALITYMART DEPOT PTE. LTD.,Supermarket,1.282201364,103.8030238,BUKIT MERAH
COLD STORAGE SINGAPORE (1983) PTE LTD,Supermarket,1.348133785,103.6854185,WESTERN WATER CATCHMENT
SHENG SIONG SUPERMARKET PTE LTD,Supermarket,1.353038247,103.7439484,BUKIT BATOK
HONESTBEE PTE. LTD.,Supermarket,1.276045195,103.7971873,QUEENSTOWN
NTUC FAIRPRICE CO-OPERATIVE LTD,Supermarket,1.286463457,103.8269351,BUKIT MERAH
NTUC FAIRPRICE CO-OPERATIVE LTD,Supermarket,1.283119503,103.8176429,BUKIT MERAH
NTUC FAIRPRICE CO-OPERATIVE LTD,Supermarket,1.325126533,103.8510556,NOVENA
NTUC FAIRPRICE CO-OPERATIVE LTD,Supermarket,1.28977814,103.8267938,BUKIT MERAH
NTUC FAIRPRICE CO-OPERATIVE LTD,Supermarket,1.27624053,103.8430061,OUTRAM
NTUC FAIRPRICE CO-OPERATIVE LTD,Supermarket,1.29727532,103.8385339,RIVER VALLEY
NTUC FAIRPRICE CO-OPERATIVE LTD,Supermarket,1.380542441,103.763994,BUKIT PANJANG
NTUC FAIRPRICE CO-OPERATIVE LTD,Supermarket,1.44822653,103.8194621,SEMBAWANG
NTUC FAIRPRICE CO-OPERATIVE LTD,Supermarket,1.432626029,103.7740512,WOODLANDS
NTUC FAIRPRICE CO-OPERATIVE LTD,Supermarket,1.437556564,103.7951364,WOODLANDS
NTUC FAIRPRICE CO-OPERATIVE LTD,Supermarket,1.424528481,103.8465956,YISHUN
NTUC FAIRPRICE CO-OPERATIVE LTD,Supermarket,1.429194683,103.7811369,WOODLANDS
NTUC FAIRPRICE CO-OPERATIVE LTD,Supermarket,1.429525221,103.8349951,YISHUN
NTUC FAIRPRICE CO-OPERATIVE LTD,Supermarket,1.416983156,103.8352182,YISHUN
NTUC FAIRPRICE CO-OPERATIVE LTD,Supermarket,1.385096015,103.7602184,BUKIT PANJANG
NTUC FAIRPRICE CO-OPERATIVE LTD,Supermarket,1.366558299,103.8416241,ANG MO KIO
NTUC FAIRPRICE CO-OPERATIVE LTD,Supermarket,1.411035981,103.8440399,YISHUN
NTUC FAIRPRICE CO-OPERATIVE LTD,Supermarket,1.323835127,103.8099996,BUKIT TIMAH
NTUC FAIRPRICE CO-OPERATIVE LTD,Supermarket,1.312482993,103.7654768,CLEMENTI
NTUC FAIRPRICE CO-OPERATIVE LTD,Supermarket,1.338656771,103.7785605,BUKIT TIMAH
NTUC FAIRPRICE CO-OPERATIVE LTD,Supermarket,1.333753433,103.7393714,JURONG EAST
NTUC FAIRPRICE CO-OPERATIVE LTD,Supermarket,1.339830148,103.7064609,JURONG WEST
NTUC FAIRPRICE CO-OPERATIVE LTD,Supermarket,1.332059376,103.7224529,JURONG WEST
NTUC FAIRPRICE CO-OPERATIVE LTD,Supermarket,1.335042019,103.720268,JURONG WEST
NTUC FAIRPRICE CO-OPERATIVE LTD,Supermarket,1.347162359,103.7428079,BUKIT BATOK
NTUC FAIRPRICE CO-OPERATIVE LTD,Supermarket,1.348710801,103.7493345,BUKIT BATOK
NTUC FAIRPRICE CO-OPERATIVE LTD,Supermarket,1.3455121,103.7312191,JURONG EAST
NTUC FAIRPRICE CO-OPERATIVE LTD,Supermarket,1.292703398,103.810959,QUEENSTOWN
SHENG SIONG SUPERMARKET PTE LTD,Supermarket,1.375635002,103.8719964,SERANGOON
NTUC FAIRPRICE CO-OPERATIVE LTD,Supermarket,1.32099295,103.87039,KALLANG
NTUC FAIRPRICE CO-OPERATIVE LTD,Supermarket,1.286453544,103.8082424,BUKIT MERAH
NTUC FAIRPRICE CO-OPERATIVE LTD,Supermarket,1.293017861,103.8269408,TANGLIN
NTUC FAIRPRICE CO-OPERATIVE LTD,Supermarket,1.320429679,103.8438921,NOVENA
NTUC FAIRPRICE CO-OPERATIVE LTD,Supermarket,1.369248907,103.8483992,ANG MO KIO
NTUC FAIRPRICE CO-OPERATIVE LTD,Supermarket,1.315363034,103.8494345,KALLANG
NTUC FAIRPRICE CO-OPERATIVE LTD,Supermarket,1.312654501,103.8725418,KALLANG
NTUC FAIRPRICE CO-OPERATIVE LTD,Supermarket,1.284807346,103.829298,BUKIT MERAH
NTUC FAIRPRICE CO-OPERATIVE LTD,Supermarket,1.323796079,103.8556706,NOVENA
NTUC FAIRPRICE CO-OPERATIVE LTD,Supermarket,1.311393494,103.8564871,KALLANG
NTUC FAIRPRICE CO-OPERATIVE LTD,Supermarket,1.277077076,103.8314259,BUKIT MERAH
"JEWISH WELFARE BOARD, SINGAPORE, THE",Supermarket,1.298273289,103.8505995,ROCHOR
NTUC FAIRPRICE CO-OPERATIVE LTD,Supermarket,1.305855835,103.8329844,ORCHARD
NTUC FAIRPRICE CO-OPERATIVE LTD,Supermarket,1.371409205,103.8470829,ANG MO KIO
NTUC FAIRPRICE CO-OPERATIVE LTD,Supermarket,1.274588224,103.8434707,DOWNTOWN CORE
NTUC FAIRPRICE CO-OPERATIVE LTD,Supermarket,1.327084859,103.8464765,NOVENA
NTUC FAIRPRICE CO-OPERATIVE LTD,Supermarket,1.392138284,103.8724906,SENGKANG
COLD STORAGE SINGAPORE (1983) PTE LTD,Supermarket,1.294879051,103.8576755,DOWNTOWN CORE
