amenity_name,amenity_type,lat,long,district_name
Jurong East,MRT,1.333207,103.742308,JURONG EAST
Bukit Batok,MRT,1.349069,103.749596,BUKIT BATOK
Bukit Gombak,MRT,1.359043,103.751863,BUKIT BATOK
Choa Chu Kang,MRT,1.385417,103.744316,CHOA CHU KANG
Yew Tee,MRT,1.397383,103.747523,CHOA CHU KANG
Kranji,MRT,1.425302,103.762049,SUNGEI KADUT
Marsiling,MRT,1.432579,103.77415,WOODLANDS
Woodlands,MRT,1.436984,103.786406,WOODLANDS
Admiralty,MRT,1.436984,103.786406,WOODLANDS
Sembawang,MRT,1.449133,103.82006,SEMBAWANG
Yishun,MRT,1.429666,103.835044,YISHUN
Khatib,MRT,1.417423,103.832995,YISHUN
Yio Chu Kang,MRT,1.381765,103.844923,ANG MO KIO
Ang Mo Kio,MRT,1.370025,103.849588,ANG MO KIO
Bishan,MRT,1.35092,103.848206,BISHAN
Braddell,MRT,1.34055,103.847098,TOA PAYOH
Toa Payoh,MRT,1.332405,103.847436,TOA PAYOH
Novena,MRT,1.320089,103.843405,NOVENA
Newton,MRT,1.31383,103.838021,NEWTON
Orchard,MRT,1.304041,103.831792,ORCHARD
Somerset,MRT,1.300508,103.838428,ORCHARD
Dhoby Ghaut,MRT,1.299169,103.845799,MUSEUM
City Hall,MRT,1.293119,103.852089,DOWNTOWN CORE
Raffles Place,MRT,1.284001,103.85155,DOWNTOWN CORE
Marina Bay,MRT,1.276481,103.854598,DOWNTOWN CORE
Marina South Pier,MRT,1.271422,103.863581,STRAITS VIEW
Tuas Link,MRT,1.340371,103.636866,TUAS
Tuas West Road,MRT,1.330075,103.639636,TUAS
Tuas Crescent,MRT,1.321091,103.649075,TUAS
Gul Circle,MRT,1.319809,103.66083,PIONEER
Joo Koon,MRT,1.327826,103.678318,PIONEER
Pioneer,MRT,1.337645,103.69742,JURONG WEST
Boon Lay,MRT,1.33862,103.705817,JURONG WEST
Lakeside,MRT,1.344264,103.720797,JURONG WEST
Chinese Garden,MRT,1.342436,103.732582,JURONG EAST
Clementi,MRT,1.314925,103.765341,CLEMENTI
Dover,MRT,1.311414,103.778596,QUEENSTOWN
Buona Vista,MRT,1.307337,103.790046,QUEENSTOWN
Commonwealth,MRT,1.302439,103.798326,QUEENSTOWN
Queenstown,MRT,1.294867,103.805902,QUEENSTOWN
Redhill,MRT,1.289674,103.816787,BUKIT MERAH
Tiong Bahru,MRT,1.286555,103.826956,BUKIT MERAH
Outram Park,MRT,1.280319,103.839459,OUTRAM
Tanjong Pagar,MRT,1.276385,103.846771,DOWNTOWN CORE
Bugis,MRT,1.300747,103.855873,DOWNTOWN CORE
Lavender,MRT,1.307577,103.863155,KALLANG
Kallang,MRT,1.311532,103.871372,KALLANG
Aljunied,MRT,1.316474,103.882762,GEYLANG
Paya Lebar,MRT,1.318214,103.893133,GEYLANG
Eunos,MRT,1.319809,103.902888,GEYLANG
Kembangan,MRT,1.320998,103.913433,BEDOK
Bedok,MRT,1.324043,103.930205,BEDOK
Tanah Merah,MRT,1.327309,103.946479,BEDOK
Simei,MRT,1.343237,103.953343,TAMPINES
Tampines,MRT,1.354467,103.943325,TAMPINES
Pasir Ris,MRT,1.373234,103.949343,PASIR RIS
Expo,MRT,1.334479,103.961459,TAMPINES
Changi Airport,MRT,1.357622,103.988487,CHANGI
HarbourFront,MRT,1.265453,103.820514,BUKIT MERAH
Chinatown,MRT,1.284566,103.843626,OUTRAM
Clarke Quay,MRT,1.288949,103.847521,SINGAPORE RIVER
Little India,MRT,1.306691,103.849396,ROCHOR
Farrer Park,MRT,1.312679,103.854872,KALLANG
Boon Keng,MRT,1.320091,103.861655,KALLANG
Potong Pasir,MRT,1.331316,103.868779,TOA PAYOH
Woodleigh,MRT,1.339202,103.870727,TOA PAYOH
Serangoon,MRT,1.349862,103.873635,SERANGOON
Kovan,MRT,1.360207,103.885163,HOUGANG
Hougang,MRT,1.371406,103.892533,HOUGANG
Buangkok,MRT,1.382991,103.893347,SENGKANG
Sengkang,MRT,1.391682,103.895475,SENGKANG
Punggol,MRT,1.405191,103.902367,PUNGGOL
Bras Basah,MRT,1.296978,103.850715,MUSEUM
Esplanade,MRT,1.293995,103.855396,DOWNTOWN CORE
Promenade,MRT,1.294063,103.860156,DOWNTOWN CORE
Nicoll Highway,MRT,1.300292,103.863449,DOWNTOWN CORE
Stadium,MRT,1.302847,103.875417,KALLANG
Mountbatten,MRT,1.306106,103.883175,GEYLANG
Dakota,MRT,1.308474,103.888825,GEYLANG
MacPherson,MRT,1.326769,103.889901,GEYLANG
Tai Seng,MRT,1.33594,103.887706,TOA PAYOH
Bartley,MRT,1.342923,103.87966,SERANGOON
Lorong Chuan,MRT,1.35153,103.864957,SERANGOON
Marymount,MRT,1.349089,103.839116,BISHAN
Caldecott,MRT,1.337649,103.839627,TOA PAYOH
Botanic Gardens,MRT,1.322387,103.814905,TANGLIN
Farrer Road,MRT,1.317606,103.807711,BUKIT TIMAH
Holland Village,MRT,1.311189,103.796119,BUKIT TIMAH
one-north,MRT,1.299854,103.787584,QUEENSTOWN
Kent Ridge,MRT,1.293629,103.784441,QUEENSTOWN
Haw Par Villa,MRT,1.283149,103.781991,QUEENSTOWN
Pasir Panjang,MRT,1.276111,103.791893,QUEENSTOWN
Labrador Park,MRT,1.27218,103.802557,BUKIT MERAH
Telok Blangah,MRT,1.270769,103.809878,BUKIT MERAH
Bayfront,MRT,1.281371,103.858998,DOWNTOWN CORE
Bukit Panjang,MRT,1.37834,103.762452,BUKIT PANJANG
Cashew,MRT,1.369997,103.764569,BUKIT PANJANG
Hillview,MRT,1.363185,103.767371,BUKIT BATOK
Beauty World,MRT,1.341607,103.775682,BUKIT TIMAH
King Albert Park,MRT,1.335721,103.783203,BUKIT TIMAH
Sixth Avenue,MRT,1.331221,103.79718,BUKIT TIMAH
Tan Kah Kee,MRT,1.325826,103.807959,BUKIT TIMAH
Stevens,MRT,1.320012,103.825964,TANGLIN
Rochor,MRT,1.303601,103.852581,ROCHOR
Downtown,MRT,1.27949,103.852802,DOWNTOWN CORE
Telok Ayer,MRT,1.282285,103.848584,DOWNTOWN CORE
Fort Canning,MRT,1.291631,103.844621,SINGAPORE RIVER
Bencoolen,MRT,1.298477,103.849984,ROCHOR
Jalan Besar,MRT,1.305551,103.855443,ROCHOR
Bendemeer,MRT,1.313674,103.863098,KALLANG
Geylang Bahru,MRT,1.321479,103.871457,KALLANG
Mattar,MRT,1.326878,103.883304,GEYLANG
Ubi,MRT,1.330008,103.898911,GEYLANG
Kaki Bukit,MRT,1.335076,103.909057,BEDOK
Bedok North,MRT,1.335268,103.918054,BEDOK
Bedok Reservoir,MRT,1.336595,103.93307,BEDOK
Tampines West,MRT,1.345583,103.938244,TAMPINES
Tampines East,MRT,1.35631,103.955471,TAMPINES
Upper Changi,MRT,1.342218,103.961505,TAMPINES
South View,LRT,1.380299,103.745286,CHOA CHU KANG
Keat Hong,LRT,1.378604,103.749058,CHOA CHU KANG
Teck Whye,LRT,1.376738,103.753665,CHOA CHU KANG
Phoenix,LRT,1.378798,103.758021,CHOA CHU KANG
Senja,LRT,1.382852,103.762312,BUKIT PANJANG
Jelapang,LRT,1.386703,103.764547,BUKIT PANJANG
Segar,LRT,1.387713,103.769599,BUKIT PANJANG
Fajar,LRT,1.384502,103.770862,BUKIT PANJANG
Bangkit,LRT,1.380281,103.772576,BUKIT PANJANG
Pending,LRT,1.376223,103.771277,BUKIT PANJANG
Petir,LRT,1.377828,103.76655,BUKIT PANJANG
Compassvale,LRT,1.394615,103.900443,SENGKANG
Rumbia,LRT,1.391553,103.905947,SENGKANG
Bakau,LRT,1.38804,103.905412,SENGKANG
Kangkar,LRT,1.383957,103.90216,SENGKANG
Ranggung,LRT,1.384116,103.897386,SENGKANG
Cheng Lim,LRT,1.396332,103.89379,SENGKANG
Farmway,LRT,1.397178,103.889168,SENGKANG
Kupang,LRT,1.398271,103.881283,SENGKANG
Thanggam,LRT,1.397378,103.87561,SENGKANG
Fernvale,LRT,1.392033,103.876256,SENGKANG
Layar,LRT,1.392141,103.880022,SENGKANG
Tongkang,LRT,1.389519,103.885829,SENGKANG
Renjong,LRT,1.386827,103.890541,SENGKANG
Cove,LRT,1.399534,103.905792,PUNGGOL
Meridian,LRT,1.397002,103.908884,PUNGGOL
Coral Edge,LRT,1.39392,103.912633,PUNGGOL
Riviera,LRT,1.39454,103.916056,PUNGGOL
Kadaloor,LRT,1.399633,103.916536,PUNGGOL
Oasis,LRT,1.402304,103.912736,PUNGGOL
Damai,LRT,1.405293,103.908606,PUNGGOL
Sam Kee,LRT,1.409808,103.90492,PUNGGOL
Teck Lee,LRT,1.412783,103.906565,PUNGGOL
Punggol Point,LRT,1.416932,103.90668,PUNGGOL
Samudera,LRT,1.415955,103.902185,PUNGGOL
Nibong,LRT,1.411865,103.900321,PUNGGOL
Sumang,LRT,1.408501,103.898605,PUNGGOL
Soo Teck,LRT,1.405436,103.897287,PUNGGOL
The Pit,Gym,1.278113883,103.8442021,OUTRAM
The Stable Mixed Martial Arts,Gym,1.334219598,103.7958982,BUKIT TIMAH
Bishan ClubFITT Gym,Gym,1.355282628,103.8509221,BISHAN
The Yoga Place,Gym,1.309921911,103.862091,KALLANG
Sky Fitness - Serangoon Gardens,Gym,1.360009664,103.8595711,SERANGOON
Slender Shapes - Serangoon Gardens Way,Gym,1.363899825,103.8648843,SERANGOON
Woodlands ClubFITT Gym,Gym,1.434895377,103.7803066,WOODLANDS
Yio Chu Kang ClubFITT Gym,Gym,1.382272431,103.8457679,ANG MO KIO
Yishun ClubFITT Gym,Gym,1.412018366,103.8311774,YISHUN
Zattva Yoga Studio,Gym,1.301257296,103.8411502,ORCHARD
Fitness First - One Raffles Quay,Gym,1.280894789,103.8516771,DOWNTOWN CORE
Fitness First - Paragon,Gym,1.303723224,103.8352403,ORCHARD
True Fitness - Great World City,Gym,1.293802361,103.8317579,SINGAPORE RIVER
California Fitness - Bugis,Gym,1.300142483,103.855787,DOWNTOWN CORE
Fitness First - AMK Hub,Gym,1.369248907,103.8483992,ANG MO KIO
California Fitness - Velocity@Novena Square,Gym,1.320211016,103.8436568,NOVENA
Fitness First - Alexandra (Mapletree Business City),Gym,1.274827493,103.7990648,QUEENSTOWN
Evolve MMA - POMO Mall,Gym,1.300108459,103.8492643,ROCHOR
Fitness First - Captial Tower,Gym,1.277711815,103.8475227,DOWNTOWN CORE
Yoga Connections,Gym,1.319230983,103.9140052,BEDOK
California Fitness - Raffles,Gym,1.283483639,103.850574,DOWNTOWN CORE
True Fitness - Suntec City,Gym,1.294879051,103.8576755,DOWNTOWN CORE
Union Yoga Ayurveda (Kembangan Branch),Gym,1.319883839,103.9128625,BEDOK
Union Yoga Ayurveda (Beauty World Branch),Gym,1.341742201,103.7727168,BUKIT TIMAH
Rhythmic Yoga Works,Gym,1.298001836,103.8569348,DOWNTOWN CORE
Neue,Gym,1.303843278,103.8727507,KALLANG
Om Shiva Yoga - Chip Bee,Gym,1.310993163,103.7975388,BUKIT TIMAH
Om Shiva Yoga - Horse City,Gym,1.334219598,103.7958982,BUKIT TIMAH
OMG Yoga,Gym,1.333862464,103.7387083,JURONG EAST
Philip Wain,Gym,1.317334643,103.8434632,NOVENA
Pure Fitness - Knightsbridge (Asia Square),Gym,1.303105268,103.836202,ORCHARD
Krav Maga Singapore,Gym,1.287127866,103.8470257,SINGAPORE RIVER
Fitness First - Tampines,Gym,1.353084857,103.9435869,TAMPINES
iPilates,Gym,1.307634926,103.8320381,ORCHARD
California Fitness - Orchard- Ngee Ann City,Gym,1.302424179,103.8346761,ORCHARD
True Fitness - China Square Central,Gym,1.283515224,103.8468789,OUTRAM
Sky Pilates,Gym,1.305087233,103.8307226,ORCHARD
Slender Shapes - Eunos,Gym,1.334071889,103.9040541,BEDOK
Core Fitness Physiotherapy & Pilates Centre  - Forum The Shopping Mall,Gym,1.306195799,103.828509,ORCHARD
CrossFit Fire City,Gym,1.308518174,103.86603,KALLANG
CrossFit Singapore,Gym,1.333549435,103.8917682,GEYLANG
Curves - Marine Parade,Gym,1.278156144,103.8295243,BUKIT MERAH
Elements Pilates,Gym,1.3052722,103.8250789,ORCHARD
Evolve MMA - Far East Square,Gym,1.283057726,103.8478209,OUTRAM
Fitness First - Millenia Walk,Gym,1.292965048,103.859344,DOWNTOWN CORE
Fitness First - One George Street,Gym,1.285545617,103.8477719,DOWNTOWN CORE
Amore Fitness - Heartland Mall,Gym,1.359496638,103.8850799,HOUGANG
Amore Fitness - Plaza Singapura,Gym,1.300747562,103.8450476,MUSEUM
Amore Fitness - Thomson Plaza,Gym,1.354669019,103.8309198,BISHAN
Bikram Yoga,Gym,1.293893588,103.8531199,DOWNTOWN CORE
Bikram Yoga Harbourfront,Gym,1.262063365,103.8186256,BUKIT MERAH
Brazilian Jiu Jitzu Singapore,Gym,1.301070547,103.8491763,ROCHOR
Pilates Bodyworks - Holland,Gym,1.309182112,103.7925475,QUEENSTOWN
Tirisula Yoga,Gym,1.301479001,103.8591883,ROCHOR
Total Yoga - Clarke Quay,Gym,1.287902717,103.8477729,SINGAPORE RIVER
Fitness First - Marina Bay Financial Centre,Gym,1.279105679,103.8542974,DOWNTOWN CORE
Midview Body & Mind,Gym,1.358216566,103.8339307,BISHAN
Pilates Inc - The Moving Body Group - Amoy Street,Gym,1.280780479,103.8467337,OUTRAM
The Jungle,Gym,1.286255026,103.849674,SINGAPORE RIVER
TMP Fitness - Revenue House,Gym,1.319489595,103.8419753,NOVENA
Amore Fitness - Bugis Junction,Gym,1.299067991,103.855328,DOWNTOWN CORE
Bukit Gombak ClubFITT Gym,Gym,1.357907047,103.7530238,BUKIT BATOK
Choa Chu Kang ClubFITT Gym,Gym,1.390666172,103.7479207,CHOA CHU KANG
Clementi ClubFITT Gym,Gym,1.311014985,103.7648614,CLEMENTI
Hougang ClubFITT Gym,Gym,1.370573488,103.8880717,HOUGANG
Jurong East ClubFITT Gym,Gym,1.346215612,103.7288352,JURONG EAST
Jurong West ClubFITT Gym,Gym,1.338418065,103.6937689,JURONG WEST
Pasir Ris ClubFITT Gym,Gym,1.374448456,103.9518225,PASIR RIS
Physical ABuse,Gym,1.286728535,103.8449013,OUTRAM
Central Pilates,Gym,1.309924504,103.8419105,NEWTON
Gold's Gym - IBP Jurong East,Gym,1.329690478,103.7469606,JURONG EAST
Pure Fitness - Knightsbridge,Gym,1.279007974,103.8511035,DOWNTOWN CORE
Updog Studio,Gym,1.29747627,103.899775,MARINE PARADE
Breathe Pilates - Novena,Gym,1.320429679,103.8438921,NOVENA
Delta ClubFITT Gym,Gym,1.289077949,103.8197731,BUKIT MERAH
Yogapoint Singapore,Gym,1.280655691,103.8421605,OUTRAM
Amore Fitness - Woodlands Civic Centre,Gym,1.435077894,103.7866196,WOODLANDS
Ananda Marga Yoga Society of Singapore - MacPherson,Gym,1.332010256,103.8810247,TOA PAYOH
Jal Yoga,Gym,1.274419585,103.8029119,BUKIT MERAH
One Wellness Fitness Club,Gym,1.300917993,103.8552479,ROCHOR
The Gym Nation,Gym,1.381586794,103.7646596,BUKIT PANJANG
The Yoga Shala,Gym,1.276525754,103.8419184,OUTRAM
Total Yoga - Orchard Road,Gym,1.307634926,103.8320381,ORCHARD
True Fitness - Chevron House,Gym,1.28423792,103.8519273,DOWNTOWN CORE
True Fitness - NTUC Income Tampines Junction,Gym,1.354295104,103.9396358,TAMPINES
True Fitness - Parkway Parade,Gym,1.301191315,103.9051136,MARINE PARADE
True Fitness - VivoCity,Gym,1.264394682,103.8218086,BUKIT MERAH
True Yoga - Ocean Financial Centre,Gym,1.282980726,103.8518389,DOWNTOWN CORE
True Yoga - Pacific Plaza,Gym,1.306537224,103.8321264,ORCHARD
Viva Fit Singapore - Beach Road,Gym,1.296959058,103.8563049,DOWNTOWN CORE
Viva Fit Singapore - Raffles Place,Gym,1.283942291,103.8507116,DOWNTOWN CORE
Viva Fit Singapore - Tanjong Pagar,Gym,1.275596198,103.8423932,OUTRAM
WabiSabi Holistic Lifestyle,Gym,1.288862919,103.846556,SINGAPORE RIVER
Yaatra,Gym,1.279179023,103.8417699,OUTRAM
Fitness First - One Raffles Place,Gym,1.284339948,103.8509824,DOWNTOWN CORE
Sengkang ClubFITT Gym,Gym,1.395501588,103.8857843,SENGKANG
Tampines ClubFITT Gym,Gym,1.354295104,103.9396358,TAMPINES
Toa Payoh ClubFITT Gym,Gym,1.330600101,103.8499868,TOA PAYOH
Pilates Body Pilot - Biopolis,Gym,1.304511278,103.79146,QUEENSTOWN
Pilates Bodyworks - Finlayson Green,Gym,1.282240869,103.8512866,DOWNTOWN CORE
Pilates Fitness,Gym,1.270295992,103.8129303,BUKIT MERAH
Pilates Flow,Gym,1.329825449,103.7994699,BUKIT TIMAH
Pilates Inc - The Moving Body Group - East Coast,Gym,1.30438467,103.9033386,MARINE PARADE
Platinum Yoga,Gym,1.301887339,103.905996,MARINE PARADE
PowerMoves Pilates - Bishan Park,Gym,1.362544348,103.8474932,BISHAN
PowerMoves Pilates - Dempsey Hill,Gym,1.304849785,103.8085659,TANGLIN
Pure Yoga - Chevron House,Gym,1.28423792,103.8519273,DOWNTOWN CORE
Pure Yoga - Ngee Ann City,Gym,1.302424179,103.8346761,ORCHARD
Real Yoga,Gym,1.301978047,103.8397589,ORCHARD
Reebok CrossFit Enduro,Gym,1.306814726,103.858169,ROCHOR
Singapore CrossFit Hub,Gym,1.333788827,103.8877143,TOA PAYOH
Sivananda Yoga Vedanta Centre,Gym,1.279015452,103.840532,OUTRAM
Sky Fitness - Harbourfront,Gym,1.264486351,103.8186869,BUKIT MERAH
Bedok ClubFITT Gym,Gym,1.325857121,103.9383282,BEDOK
Spaboutique,Gym,1.307785752,103.8259325,TANGLIN
The Gym At Orchard,Gym,1.305506117,103.8299848,ORCHARD
The Pilates Place,Gym,1.277872965,103.8441337,OUTRAM
Fitness First - Fusionopolis,Gym,1.299294067,103.7874041,QUEENSTOWN
Amore Fitness - City Square Mall,Gym,1.311393494,103.8564871,KALLANG
E's FITNESS PTE. LTD.,Gym,1.278709486,103.8403867,OUTRAM
YogaDivas - Nassim Road,Gym,1.297924002,103.8145569,TANGLIN
Absolute Yoga - River Valley,Gym,1.293017861,103.8269408,TANGLIN
Yoga On Nassim,Gym,1.331021885,103.7962645,BUKIT TIMAH
YogaDivas - Leonie Hill,Gym,1.307785752,103.8259325,TANGLIN
YogaDivas - Phoenix Park,Gym,1.297924002,103.8145569,TANGLIN
Ananda Marga Yoga Society of Singapore - Parkway Centre,Gym,1.301887339,103.905996,MARINE PARADE
Balancing Rocks Yoga Studio,Gym,1.300977084,103.8604818,ROCHOR
Basic Essence,Gym,1.322573176,103.8142455,TANGLIN
Being In Yoga,Gym,1.335897289,103.7959415,BUKIT TIMAH
Breathe Pilates - East Coast,Gym,1.307596485,103.9069337,MARINE PARADE
Slender Shapes - Upper Bukit Timah,Gym,1.340940724,103.7762802,BUKIT TIMAH
Absolute Yoga - Telok Ayer,Gym,1.280413695,103.8476382,OUTRAM
Pilatique Pilates Studio,Gym,1.282464023,103.8469344,OUTRAM
Canvass Art and Yoga Studio,Gym,1.335835645,103.7866163,BUKIT TIMAH
COMO Shambhala Urban Escape,Gym,1.30717806,103.8284687,ORCHARD
Fitness First - The Cathay,Gym,1.299183747,103.8477898,MUSEUM
Focus Pilates - Orchard,Gym,1.30394638,103.8348269,ORCHARD
Focus Pilates - Raffles Place,Gym,1.283942291,103.8507116,DOWNTOWN CORE
Genesis Gym - CBD,Gym,1.27742661,103.8440509,OUTRAM
Genesis Gym - Mounbatten,Gym,1.307465187,103.8812708,GEYLANG
Gold's Gym - Bukit Merah,Gym,1.282055406,103.8180782,BUKIT MERAH
Green Yoga,Gym,1.353069494,103.8350935,BISHAN
H.om Yoga,Gym,1.286213257,103.8494319,SINGAPORE RIVER
Impact Mixed Martial Arts,Gym,1.278518938,103.8500715,DOWNTOWN CORE
Impakt Singapore,Gym,1.278169864,103.8480961,DOWNTOWN CORE
Iyengar Yoga Centre Singapore - Goldhill Centre,Gym,1.317828683,103.8428894,NOVENA
Iyengar Yoga Centre Singapore - Neil Road Centre,Gym,1.278287549,103.8406485,OUTRAM
Jagsport,Gym,1.310151798,103.8624342,KALLANG
Kapap Singapore,Gym,1.280046254,103.8416687,OUTRAM
Kate Porter Yoga,Gym,1.310040987,103.9319883,BEDOK
Oasis Holistic,Gym,1.303708795,103.8505372,ROCHOR
OhmSantih Yoga,Gym,1.300504273,103.8593845,ROCHOR
Gold's Gym - Tanjong Pagar,Gym,1.278435132,103.8436835,OUTRAM
Masters' Yoga Sadhan,Gym,1.278396965,103.8436737,OUTRAM
Fitness Factory -,Gym,1.288481466,103.8491446,SINGAPORE RIVER
Active Life Center,Gym,1.305506117,103.8299848,ORCHARD
Amore Fitness - Jurong Point 2,Gym,1.339830148,103.7064609,JURONG WEST
Amore Fitness - Liang Court,Gym,1.291514786,103.8445863,SINGAPORE RIVER
Amore Fitness - Tampines 1,Gym,1.354315564,103.9450195,TAMPINES
Market Street Hawker Centre,Hawker,1.28442485,103.8501646,DOWNTOWN CORE
Marsiling Mall Hawker Centre,Hawker,1.433538857,103.7797849,WOODLANDS
Margaret Drive Hawker Centre,Hawker,1.297485671,103.8047152,QUEENSTOWN
Fernvale Hawker Centre & Market,Hawker,1.391592327,103.8770605,SENGKANG
One Punggol Hawker Centre,Hawker,1.408189969,103.9048057,PUNGGOL
Bukit Canberra Hawker Centre,Hawker,1.449016742,103.822485,SEMBAWANG
Senja Hawker Centre,Hawker,1.387135731,103.7610178,BUKIT PANJANG
Buangkok Hawker Centre,Hawker,1.382387558,103.8924032,SENGKANG
Bukit Batok West Hawker Centre,Hawker,1.355214571,103.7418258,BUKIT BATOK
Telok Blangah Hawker Centre & Market,Hawker,1.27324864,103.8080787,BUKIT MERAH
Bedok North Street 3 Blk 538,Hawker,1.331781251,103.9248442,BEDOK
Bedok North Street 4 Blk 85 (85 Fengshan Centre),Hawker,1.331987069,103.9387326,BEDOK
Adam Road Food Centre,Hawker,1.324134223,103.814165,NOVENA
Aljunied Ave 2 Blk 117 (Blk 117 Aljunied Market and Food Centre),Hawker,1.320648292,103.887019,GEYLANG
Amoy Street Food Centre (Telok Ayer Food Centre),Hawker,1.279218443,103.8466068,DOWNTOWN CORE
Ang Mo Kio Ave 1 Blk 226D (Kebun Baru Market and Food Centre),Hawker,1.366787645,103.8392313,ANG MO KIO
Ang Mo Kio Ave 1 Blk 341 (Teck Ghee Court),Hawker,1.364105171,103.8482542,ANG MO KIO
Ang Mo Kio Ave 10 Blk 409 (Teck Ghee Square),Hawker,1.362768918,103.8553698,ANG MO KIO
Ang Mo Kio Ave 10 Blk 453A (Chong Boon Market and Food Centre),Hawker,1.368240493,103.8563514,ANG MO KIO
Ang Mo Kio Ave 10 Blk 527 (Cheng San Market and Cooked Food Centre),Hawker,1.372769928,103.8544828,ANG MO KIO
Ang Mo Kio Ave 4 Blk 160/162 (Mayflower Market),Hawker,1.374489121,103.8392143,ANG MO KIO
Ang Mo Kio Ave 4 Blk 628 (Ang Mo Kio 628 Market),Hawker,1.381024867,103.8406823,ANG MO KIO
Ang Mo Kio Ave 6 Blk 724 (Blk 724 Ang Mo Kio Market),Hawker,1.372197433,103.8465192,ANG MO KIO
Ang Mo Kio Street 22 Blk 226H (Kebun Baru Food Centre),Hawker,1.367230149,103.8399532,ANG MO KIO
Bedok Food Centre,Hawker,1.320356008,103.9554742,BEDOK
Bedok North Street 1 Blk 216,Hawker,1.327062409,103.9332215,BEDOK
Bedok North Street 3 Blk 511 (Kaki Bukit 511 Market and Food Centre),Hawker,1.333246279,103.9306021,BEDOK
Bedok Reservoir Road Blk 630,Hawker,1.333159248,103.9140539,BEDOK
Bedok South Road Blk 16,Hawker,1.320552165,103.9355391,BEDOK
Bendemeer Road Blk 29 (Bendemeer Market and Food Centre),Hawker,1.319216998,103.8630214,KALLANG
Beo Crescent Market,Hawker,1.288822102,103.827358,BUKIT MERAH
Berseh Food Centre,Hawker,1.307336517,103.856854,ROCHOR
Boon Lay Place Blk 221A/B (Boon Lay Place Market and Food Village),Hawker,1.345223163,103.7127998,JURONG WEST
Buffalo Road Blk 665 (Tekka Centre/Zhu Jiao Market),Hawker,1.306205841,103.850531,ROCHOR
Bukit Merah Central Blk 163 (Bukit Merah Central Food Centre),Hawker,1.283692589,103.8169924,BUKIT MERAH
Bukit Merah Lane 1 Blk 120 (Alexandra Village Food Centre),Hawker,1.286297772,103.8044893,BUKIT MERAH
Bukit Merah View Blk 115 (Blk 115 Bukit Merah View Market and Food Centre),Hawker,1.285504783,103.8220494,BUKIT MERAH
Bukit Panjang Hawker Centre,Hawker,1.377600535,103.7724896,BUKIT PANJANG
Bukit Timah Market,Hawker,1.339375964,103.775995,BUKIT TIMAH
Cambridge Road Blk 41A (Pek Kio Market and Food Centre),Hawker,1.316159914,103.8502251,KALLANG
Changi Village Blk 2 and 3,Hawker,1.389151721,103.9882457,CHANGI
Chomp Chomp Food Centre,Hawker,1.364228523,103.8665361,SERANGOON
Ci Yuan Hawker Centre,Hawker,1.375428967,103.882978,HOUGANG
Circuit Road Blk 79/79A,Hawker,1.326449922,103.8850435,GEYLANG
Circuit Road Blk 80 (80 Circuit Road Market and Food Centre),Hawker,1.327849561,103.8871285,GEYLANG
Circuit Road Blk 89,Hawker,1.323445253,103.8854492,GEYLANG
Clementi Ave 2 Blk 353 (Clementi Ave 2 Market/Cooked Food Centre),Hawker,1.314367728,103.7708367,CLEMENTI
Clementi Ave 3 Blk 448,Hawker,1.31326487,103.7645105,CLEMENTI
Clementi West Street 2 Blk 726,Hawker,1.303781973,103.7642644,CLEMENTI
Commonwealth Crescent Market,Hawker,1.306892276,103.8003628,QUEENSTOWN
Commonwealth Drive Blk 1A/2A/3A (Tanglin Halt Food Centre/Commonwealth Drive Food Centre),Hawker,1.299713305,103.7978755,QUEENSTOWN
Dunman Food Centre,Hawker,1.309414187,103.9018251,MARINE PARADE
East Coast Lagoon Food Village,Hawker,1.306684318,103.9350167,BEDOK
Empress Road Blk 7 (Empress Road Market and Food Centre),Hawker,1.316245731,103.8056364,BUKIT TIMAH
Geylang Bahru Blk 69 (Blk 69 Geylang Bahru Market and Food Centre),Hawker,1.32146226,103.8700044,KALLANG
Geylang Serai Market,Hawker,1.316728148,103.8982243,GEYLANG
Ghim Moh Road Blk 20,Hawker,1.310996273,103.7882307,QUEENSTOWN
Golden Mile Food Centre,Hawker,1.302875481,103.8638832,KALLANG
Haig Road Blk 13/14 (Haig Road Market and Cooked Food Centre),Hawker,1.315142051,103.8956095,GEYLANG
Havelock Road Blk 22A/B (Havelock Road Cooked Food Centre),Hawker,1.28797544,103.8296268,BUKIT MERAH
Hawker Centre @ Our Tampines Hub,Hawker,1.353862118,103.9397262,TAMPINES
Shunfu Road Blk 320 (Shunfu Mart),Hawker,1.352007442,103.8370318,BISHAN
Sims Place Blk 49 (Sims Vista Market and Food Centre),Hawker,1.317083351,103.879417,GEYLANG
Smith Street Blk 335 (Chinatown Complex Market),Hawker,1.282235148,103.8431776,OUTRAM
Taman Jurong Market and Food Centre,Hawker,1.33458936,103.7215199,JURONG WEST
Tampines Street 11 Blk 137 (Tampines Round Market and Food Centre),Hawker,1.345639521,103.9446245,TAMPINES
Tanglin Halt Market,Hawker,1.300789315,103.7976258,QUEENSTOWN
Tanjong Pagar Plaza Blk 6 (Blk 6 Tanjong Pagar Plaza Market and Food Centre),Hawker,1.276614611,103.843167,OUTRAM
Teban Gardens Road Blk 37A (Teban Gardens Market and Food Centre),Hawker,1.32084835,103.7428916,JURONG EAST
